"","Beach.ID","CalendarDate","County","Action","Reason","PossibleSource","MeasureType","WQ.Value","WQ.MeasureUnit","ecoliValue","ecoliUnit","EnterocValue","EnterocUnit","Reason.Elev_bact","closure","contamAd","Reason.Model","Reason.Other","Reason.Rainfall","Reason.Sewage","Source.CSO","Source.Other","Source.Runoff","Source.Spetic","Source.SSO","Source.Storm","Source.Unknown","Source.Wildlife","daysSinceJune1"
"1455","NY268028",2016-06-11,"SUFFOLK",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"1456","NY268028",2016-06-12,"SUFFOLK",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
"1457","NY268028",2016-06-13,"SUFFOLK",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
"1458","NY268028",2016-06-14,"SUFFOLK",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
"1459","NY268028",2016-06-15,"SUFFOLK",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
"1460","NY268028",2016-06-16,"SUFFOLK",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
"1461","NY268028",2016-06-17,"SUFFOLK",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
"1462","NY268028",2016-06-18,"SUFFOLK",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
"1463","NY268028",2016-06-19,"SUFFOLK",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
"1464","NY268028",2016-06-20,"SUFFOLK",0,0,0,"Enterococcus",NA,"-",NA,NA,NA,"-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
"1465","NY268028",2016-06-21,"SUFFOLK",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
"1466","NY268028",2016-06-22,"SUFFOLK",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
"1467","NY268028",2016-06-23,"SUFFOLK",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
"1468","NY268028",2016-06-24,"SUFFOLK",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
"1469","NY268028",2016-06-25,"SUFFOLK",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
"1470","NY268028",2016-06-26,"SUFFOLK",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
"1471","NY268028",2016-06-27,"SUFFOLK",0,0,0,"Enterococcus",NA,"-",NA,NA,NA,"-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
"1472","NY268028",2016-06-28,"SUFFOLK",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27
"1473","NY268028",2016-06-29,"SUFFOLK",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28
"1474","NY268028",2016-06-30,"SUFFOLK",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29
"1475","NY268028",2016-07-01,"SUFFOLK",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
"1476","NY268028",2016-07-02,"SUFFOLK",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31
"1477","NY268028",2016-07-03,"SUFFOLK",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
"1478","NY268028",2016-07-04,"SUFFOLK",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33
"1479","NY268028",2016-07-05,"SUFFOLK",3,4,6,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,34
"1480","NY268028",2016-07-06,"SUFFOLK",3,4,6,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,35
"1481","NY268028",2016-07-07,"SUFFOLK",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36
"1482","NY268028",2016-07-08,"SUFFOLK",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37
"1483","NY268028",2016-07-09,"SUFFOLK",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38
"1484","NY268028",2016-07-10,"SUFFOLK",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39
"1485","NY268028",2016-07-11,"SUFFOLK",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
"1486","NY268028",2016-07-12,"SUFFOLK",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41
"1487","NY268028",2016-07-13,"SUFFOLK",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42
"1488","NY268028",2016-07-14,"SUFFOLK",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43
"1489","NY268028",2016-07-15,"SUFFOLK",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44
"1490","NY268028",2016-07-16,"SUFFOLK",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45
"1491","NY268028",2016-07-17,"SUFFOLK",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46
"1492","NY268028",2016-07-18,"SUFFOLK",0,0,0,"Enterococcus",NA,"-",NA,NA,NA,"-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47
"1493","NY268028",2016-07-19,"SUFFOLK",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48
"1494","NY268028",2016-07-20,"SUFFOLK",0,0,0,"Enterococcus",4,"#/100ml",NA,NA,4,"#/100ml",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49
"1495","NY268028",2016-07-21,"SUFFOLK",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50
"1496","NY268028",2016-07-22,"SUFFOLK",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51
"1497","NY268028",2016-07-23,"SUFFOLK",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52
"1498","NY268028",2016-07-24,"SUFFOLK",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53
"1499","NY268028",2016-07-25,"SUFFOLK",0,0,0,"Enterococcus",4,"#/100ml",NA,NA,4,"#/100ml",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54
"1500","NY268028",2016-07-26,"SUFFOLK",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55
"1501","NY268028",2016-07-27,"SUFFOLK",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56
"1502","NY268028",2016-07-28,"SUFFOLK",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57
"1503","NY268028",2016-07-29,"SUFFOLK",3,4,6,"Enterococcus",84,"#/100ml",NA,NA,84,"#/100ml",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,58
"1504","NY268028",2016-07-30,"SUFFOLK",3,4,6,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,59
"1505","NY268028",2016-07-31,"SUFFOLK",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
"1506","NY268028",2016-08-01,"SUFFOLK",0,0,0,"Enterococcus",4,"#/100ml",NA,NA,4,"#/100ml",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61
"1507","NY269628",2016-06-21,"SUFFOLK",NA,NA,NA,"Enterococcus",NA,"-",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20
"1508","NY269628",2016-07-06,"SUFFOLK",NA,NA,NA,"Enterococcus",NA,"-",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35
"1509","NY271506",2016-06-01,"ERIE",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1510","NY271506",2016-06-02,"ERIE",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1511","NY271506",2016-06-03,"ERIE",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"1512","NY271506",2016-06-04,"ERIE",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1513","NY271506",2016-06-05,"ERIE",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1514","NY271506",2016-06-06,"ERIE",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1515","NY271506",2016-06-07,"ERIE",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1516","NY271506",2016-06-08,"ERIE",0,0,0,"Escherichia coli",NA,"-",NA,"-",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"1517","NY271506",2016-06-09,"ERIE",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"1518","NY271506",2016-06-10,"ERIE",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"1519","NY271506",2016-06-11,"ERIE",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"1520","NY271506",2016-06-12,"ERIE",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
"1521","NY271506",2016-06-13,"ERIE",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
"1522","NY271506",2016-06-14,"ERIE",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
"1523","NY271506",2016-06-15,"ERIE",0,0,0,"Escherichia coli",10,"#/100ml",10,"#/100ml",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
"1524","NY271506",2016-06-16,"ERIE",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
"1525","NY271506",2016-06-17,"ERIE",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
"1526","NY271506",2016-06-18,"ERIE",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
"1527","NY271506",2016-06-19,"ERIE",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
"1528","NY271506",2016-06-20,"ERIE",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
"1529","NY271506",2016-06-21,"ERIE",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
"1530","NY271506",2016-06-22,"ERIE",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
"1531","NY271506",2016-06-23,"ERIE",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
"1532","NY271506",2016-06-24,"ERIE",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
"1533","NY271506",2016-06-25,"ERIE",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
"1534","NY271506",2016-06-26,"ERIE",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
"1535","NY271506",2016-06-27,"ERIE",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
"1536","NY271506",2016-06-28,"ERIE",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27
"1537","NY271506",2016-06-29,"ERIE",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28
"1538","NY271506",2016-06-30,"ERIE",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29
"1539","NY271506",2016-07-01,"ERIE",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
"1540","NY271506",2016-07-02,"ERIE",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31
"1541","NY271506",2016-07-03,"ERIE",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
"1542","NY271506",2016-07-04,"ERIE",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33
"1543","NY271506",2016-07-05,"ERIE",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34
"1544","NY271506",2016-07-06,"ERIE",0,0,0,"Escherichia coli",NA,"-",NA,"-",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35
"1545","NY271506",2016-07-07,"ERIE",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36
"1546","NY271506",2016-07-08,"ERIE",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37
"1547","NY271506",2016-07-09,"ERIE",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38
"1548","NY271506",2016-07-10,"ERIE",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39
"1549","NY271506",2016-07-11,"ERIE",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
"1550","NY271506",2016-07-12,"ERIE",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41
"1551","NY271506",2016-07-13,"ERIE",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42
"1552","NY271506",2016-07-14,"ERIE",1,1,7,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,43
"1553","NY271506",2016-07-15,"ERIE",1,1,7,"Escherichia coli",50,"#/100ml",50,"#/100ml",NA,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,44
"1554","NY271506",2016-07-16,"ERIE",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45
"1555","NY271506",2016-07-17,"ERIE",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46
"1556","NY271506",2016-07-18,"ERIE",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47
"1557","NY271506",2016-07-19,"ERIE",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48
"1558","NY271506",2016-07-20,"ERIE",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49
"1559","NY271506",2016-07-21,"ERIE",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50
"1560","NY271506",2016-07-22,"ERIE",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51
"1561","NY271506",2016-07-23,"ERIE",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52
"1562","NY271506",2016-07-24,"ERIE",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53
"1563","NY271506",2016-07-25,"ERIE",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54
"1564","NY271506",2016-07-26,"ERIE",0,0,0,"Escherichia coli",NA,"-",NA,"-",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55
"1565","NY271506",2016-07-27,"ERIE",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56
"1566","NY271506",2016-07-28,"ERIE",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57
"1567","NY271506",2016-07-29,"ERIE",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58
"1568","NY271506",2016-07-30,"ERIE",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59
"1569","NY271506",2016-07-31,"ERIE",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
"1570","NY271506",2016-08-01,"ERIE",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61
"1571","NY275656",2016-06-16,"NASSAU",NA,NA,NA,"Enterococcus",NA,"-",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15
"1572","NY275656",2016-07-19,"NASSAU",NA,NA,NA,"Enterococcus",4,"#/100ml",NA,NA,4,"#/100ml",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48
"1573","NY276753",2016-06-22,"QUEENS",NA,NA,NA,"Enterococcus",NA,"-",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21
"1574","NY276753",2016-07-06,"QUEENS",NA,NA,NA,"Enterococcus",4,"#/100ml",NA,NA,4,"#/100ml",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35
"1575","NY280017",2016-06-30,"OSWEGO",NA,NA,NA,"Escherichia coli",50,"#/100ml",50,"#/100ml",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29
"1576","NY280017",2016-07-27,"OSWEGO",NA,NA,NA,"Escherichia coli",NA,"-",NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56
"1577","NY283889",2016-07-06,"SUFFOLK",NA,NA,NA,"Enterococcus",NA,"-",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35
"1578","NY289627",2016-06-23,"SUFFOLK",NA,NA,NA,"Enterococcus",NA,"-",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22
"1579","NY289627",2016-06-30,"SUFFOLK",NA,NA,NA,"Enterococcus",8,"#/100ml",NA,NA,8,"#/100ml",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29
"1580","NY289627",2016-07-07,"SUFFOLK",NA,NA,NA,"Enterococcus",NA,"-",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36
"1581","NY289627",2016-07-12,"SUFFOLK",NA,NA,NA,"Enterococcus",8,"#/100ml",NA,NA,8,"#/100ml",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41
"1582","NY289627",2016-07-14,"SUFFOLK",NA,NA,NA,"Enterococcus",204,"#/100ml",NA,NA,204,"#/100ml",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43
"1583","NY289627",2016-07-26,"SUFFOLK",NA,NA,NA,"Enterococcus",16,"#/100ml",NA,NA,16,"#/100ml",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55
"1584","NY293644",2016-06-09,"SUFFOLK",NA,NA,NA,"Enterococcus",16,"#/100ml",NA,NA,16,"#/100ml",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
"1585","NY293644",2016-07-10,"SUFFOLK",NA,NA,NA,"Enterococcus",36,"#/100ml",NA,NA,36,"#/100ml",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39
"1586","NY293644",2016-07-13,"SUFFOLK",NA,NA,NA,"Enterococcus",36,"#/100ml",NA,NA,36,"#/100ml",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42
"1587","NY300205",2016-06-01,"BRONX",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1588","NY300205",2016-06-02,"BRONX",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1589","NY300205",2016-06-03,"BRONX",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"1590","NY300205",2016-06-04,"BRONX",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1591","NY300205",2016-06-05,"BRONX",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1592","NY300205",2016-06-06,"BRONX",3,4,1,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,5
"1593","NY300205",2016-06-07,"BRONX",0,0,0,"Enterococcus",8,"#/100ml",NA,NA,8,"#/100ml",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1594","NY300205",2016-06-08,"BRONX",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"1595","NY300205",2016-06-09,"BRONX",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"1596","NY300205",2016-06-10,"BRONX",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"1597","NY300205",2016-06-11,"BRONX",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"1598","NY300205",2016-06-12,"BRONX",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
"1599","NY300205",2016-06-13,"BRONX",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
"1600","NY300205",2016-06-14,"BRONX",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
"1601","NY300205",2016-06-15,"BRONX",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
"1602","NY300205",2016-06-16,"BRONX",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
"1603","NY300205",2016-06-17,"BRONX",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
"1604","NY300205",2016-06-18,"BRONX",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
"1605","NY300205",2016-06-19,"BRONX",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
"1606","NY300205",2016-06-20,"BRONX",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
"1607","NY300205",2016-06-21,"BRONX",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
"1608","NY300205",2016-06-22,"BRONX",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
"1609","NY300205",2016-06-23,"BRONX",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
"1610","NY300205",2016-06-24,"BRONX",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
"1611","NY300205",2016-06-25,"BRONX",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
"1612","NY300205",2016-06-26,"BRONX",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
"1613","NY300205",2016-06-27,"BRONX",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
"1614","NY300205",2016-06-28,"BRONX",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27
